Company,Date,Polarity,Source,Subjectivity,Summary,Time,Title
COTY,2019-01-23,-0.024393939393939395,https://finance.yahoo.com/m/a172e30f-c882-30c1-8841-ea1fedd1a4b1/sneakers%3F-check.-mascara%3F.html?.tsrc=rss,0.42340909090909096,"“People bring their cellphones to class and do little photo shoots before and after,” said Krissy Jones, co-owner of Sky Ting Yoga based in New York.  Estée Lauder’s CliniqueFit line includes Workout Makeup Broad Spectrum SPF 40 and Workout 24-Hour Mascara.  Coty Inc.’s CoverGirl has launched an Outlast Active Collection in recent weeks, featuring a mascara, foundation and setting spray that touts sweat-proof, humidity-proof, and 24-hour wear.",00:54:11.000Z,Sneakers? Check. Mascara? Check. Makeup is the New Workout Gear
COTY,2019-01-22,0.016666666666666666,https://finance.yahoo.com/news/coty-crashes-64-consumer-beauty-153003721.html?.tsrc=rss,0.19999999999999998,"Coty (COTY) has long been struggling with its Consumer Beauty segment. On the contrary, Luxury and Professional Beauty segments have been putting up a solid show.",15:30:03.000Z,"Coty Crashes 64% in a Year, Consumer Beauty a Major Roadblock"
COTY,2019-01-22,0.10606060606060606,https://finance.yahoo.com/news/see-ihs-markit-score-report-130613522.html?.tsrc=rss,0.4515884652981428,"# Coty Inc

### NYSE:COTY

View full report here!

## Summary

  * ETFs holding this stock have seen outflows over the last one-month 
  * Bearish sentiment is moderate 
  * Economic output in this company's sector is expanding



## Bearish sentiment

Short interest | Positive

Short interest is moderate for COTY with between 5 and 10% of shares outstanding currently on loan. The last change in the short interest score occurred more than 1 month ago and implies that there has been little change in sentiment among investors who seek to profit from falling equity prices.

## Money flow

ETF/Index ownership | Negative

ETF activity is negative. Over the last one-month, outflows of investor capital in ETFs holding COTY totaled $3.15 billion. Additionally, the rate of outflows appears to be accelerating.

## Economic sentiment

PMI by IHS Markit | Positive

According to the latest IHS Markit Purchasing Managers' Index (PMI) data, output in the Consumer Goods sector is rising. The rate of growth is strong relative to the trend shown over the past year, and is accelerating.

## Credit worthiness

Credit default swap

CDS data is not available for this security.

Please send all inquiries related to the report to score@ihsmarkit.com.

Charts and report PDFs will only be available for 30 days after publishing.

This document has been produced for information purposes only and is not to be relied upon or as construed as investment advice. To the fullest extent permitted by law, IHS Markit disclaims any responsibility or liability, whether in contract, tort (including, without limitation, negligence), equity or otherwise, for any loss or damage arising from any reliance on or the use of this material in any way. Please view the full legal disclaimer and methodology information on pages 2-3 of the full report.",13:06:13.000Z,See what the IHS Markit Score report has to say about Coty Inc.
COTY,2019-01-17,0.1295959595959596,https://finance.yahoo.com/news/see-ihs-markit-score-report-130409872.html?.tsrc=rss,0.43997474747474746,"# Coty Inc

### NYSE:COTY

View full report here!

## Summary

  * Bearish sentiment is moderate 
  * Economic output in this company's sector is expanding



## Bearish sentiment

Short interest | Positive

Short interest is moderate for COTY with between 5 and 10% of shares outstanding currently on loan. The last change in the short interest score occurred more than 1 month ago and implies that there has been little change in sentiment among investors who seek to profit from falling equity prices.

## Money flow

ETF/Index ownership | Neutral

ETF activity is neutral. The net inflows of $6.61 billion over the last one-month into ETFs that hold COTY are not among the highest of the last year and have been slowing.

## Economic sentiment

PMI by IHS Markit | Positive

According to the latest IHS Markit Purchasing Managers' Index (PMI) data, output in the Consumer Goods sector is rising. The rate of growth is strong relative to the trend shown over the past year, and is accelerating.

## Credit worthiness

Credit default swap

CDS data is not available for this security.

Please send all inquiries related to the report to score@ihsmarkit.com.

Charts and report PDFs will only be available for 30 days after publishing.

This document has been produced for information purposes only and is not to be relied upon or as construed as investment advice. To the fullest extent permitted by law, IHS Markit disclaims any responsibility or liability, whether in contract, tort (including, without limitation, negligence), equity or otherwise, for any loss or damage arising from any reliance on or the use of this material in any way. Please view the full legal disclaimer and methodology information on pages 2-3 of the full report.",13:04:09.000Z,See what the IHS Markit Score report has to say about Coty Inc.
COTY,2019-01-16,0.22727272727272724,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/mrJ2K4r1X0c/how-to-give-your-new-years-resolutions-the-best-chance-of-success-cm1082822,0.5359090909090909,If January is the month of good intentions then February is the month of letting your budget slide forgetting to go to the gym and eating an entire tub of cookie dough ice cream in one sitting But it doesn t have to be this way Success in your New Year s resolutions is possible,17:09:00.000Z,How to Give Your New Year's Resolutions the Best Chance of Success
COTY,2019-01-16,0.22727272727272724,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/rq4vVrrPFvg/how-to-give-your-new-years-resolutions-the-best-chance-of-success-cm1082822,0.5359090909090909,If January is the month of good intentions then February is the month of letting your budget slide forgetting to go to the gym and eating an entire tub of cookie dough ice cream in one sitting But it doesn t have to be this way Success in your New Year s resolutions is possible,17:09:00.000Z,How to Give Your New Year's Resolutions the Best Chance of Success
COTY,2019-01-16,0.22000000000000003,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/YKVxDDK7V9g/heres-why-your-portfolio-didnt-beat-the-market-in-2018-cm1082594,0.4780952380952381,Investing is not a game but it is important to keep score The question is significantly more nuanced than the simple Did my stock picks increase in value over a given time period Especially last year when a majority of stocks were decliners even after factoring in,15:07:29.000Z,Here's Why Your Portfolio Didn't Beat &quot;the Market&quot; in 2018
COTY,2019-01-16,0.22000000000000003,http://articlefeeds.nasdaq.com/~r/nasdaq/symbols/~3/4sJO8B1E5-E/heres-why-your-portfolio-didnt-beat-the-market-in-2018-cm1082594,0.4780952380952381,Investing is not a game but it is important to keep score The question is significantly more nuanced than the simple Did my stock picks increase in value over a given time period Especially last year when a majority of stocks were decliners even after factoring in,15:07:29.000Z,Here's Why Your Portfolio Didn't Beat &quot;the Market&quot; in 2018
COTY,2019-01-15,-0.0062500000000000056,https://finance.yahoo.com/news/miu-miu-coty-reveal-fragrance-150000870.html?.tsrc=rss,0.6666666666666667,"Enter, just in time, Miu Miu Twist, the collision of classic and unexpected ingredients that manage to simulate both enthusiasm and sophistication, proving that the two are not Miutually exclusive.  Unapologetically indulgent and airy without superficiality, Miu Miu Twist transcends the ticking away of time, space, and status.  Through an alchemic process wherein familiar elements combine to create ecstatic sensations, the effect of Miu Miu Twist is impossible to fully decode.",15:00:00.000Z,"Miu Miu and Coty Reveal Their New Fragrance Miu Miu Twist in a Unique Campaign, Starring Elle Fanning"
COTY,2019-01-15,0.1295959595959596,https://finance.yahoo.com/news/see-ihs-markit-score-report-130209231.html?.tsrc=rss,0.43997474747474746,"# Coty Inc

### NYSE:COTY

View full report here!

## Summary

  * Bearish sentiment is moderate 
  * Economic output in this company's sector is expanding



## Bearish sentiment

Short interest | Positive

Short interest is moderate for COTY with between 5 and 10% of shares outstanding currently on loan. The last change in the short interest score occurred more than 1 month ago and implies that there has been little change in sentiment among investors who seek to profit from falling equity prices.

## Money flow

ETF/Index ownership | Neutral

ETF activity is neutral. The net inflows of $13.26 billion over the last one-month into ETFs that hold COTY are among the highest of the last year, but the rate of growth is slowing.

## Economic sentiment

PMI by IHS Markit | Positive

According to the latest IHS Markit Purchasing Managers' Index (PMI) data, output in the Consumer Goods sector is rising. The rate of growth is strong relative to the trend shown over the past year, and is accelerating.

## Credit worthiness

Credit default swap

CDS data is not available for this security.

Please send all inquiries related to the report to score@ihsmarkit.com.

Charts and report PDFs will only be available for 30 days after publishing.

This document has been produced for information purposes only and is not to be relied upon or as construed as investment advice. To the fullest extent permitted by law, IHS Markit disclaims any responsibility or liability, whether in contract, tort (including, without limitation, negligence), equity or otherwise, for any loss or damage arising from any reliance on or the use of this material in any way. Please view the full legal disclaimer and methodology information on pages 2-3 of the full report.",13:02:09.000Z,See what the IHS Markit Score report has to say about Coty Inc.
