DVN,2019-01-28,$DVN bears have 1 reason on 01-25 to pay more attention https://dividendbot.com?s=DVN,0.5,"[{'url': ['http://dividendbot.com/', 'https://dividendbot.com?s=DVN']}]",,0.5,02:24:00Z,151814397.0,3161.0
DVN,2019-01-27,"All New, innovative reporting out today. www.dovewoodcapital.com $drip $DRI $DTE $duk $dva $dvn $dwdp $dxc $ea $ebay $ecl $ED $EDGE $efx",0.3181818181818182,"[{'url': ['https://stocktwits.com', '']}]",,0.7272727272727273,21:53:11Z,151804344.0,3161.0
DVN,2019-01-26,"Peak gain %, the last 3 expired setups $DVN 111.54%  241.67%  347.83%",0.0,"[{'url': ['https://www.sleekoptions.com', '']}]",{'basic': 'Bullish'},0.06666666666666667,08:16:08Z,151758359.0,3161.0
DVN,2019-01-26,Today&#39;s insight on $DVN https://app.seasonaledge.com/tools/I/DVN,0.0,"[{'url': ['https://app.seasonaledge.com', 'https://app.seasonaledge.com/tools/I/DVN']}]",,0.0,05:35:40Z,151756359.0,3161.0
DVN,2019-01-26,Short sale volume (not short interest) for $DVN on 2019-01-25 is 44%. http://shortvolumes.com/?t=DVN via @shortvolumes,0.0,"[{'url': ['http://shortvolumes.com', 'http://shortvolumes.com/?t=DVN']}]",,0.3,04:43:36Z,151755210.0,3161.0
DVN,2019-01-26,$DVN Large Trades (Largest Trade: 0.58% of Volume)  https://icebergbot.com?s=DVN,0.21428571428571427,"[{'url': ['http://icebergbot.com', 'https://icebergbot.com?s=DVN']}]",,0.42857142857142855,03:15:56Z,151752526.0,3161.0
DVN,2019-01-25,$DVN Monthly performance of the setups posted for $DVN,0.0,"[{'url': ['https://www.sleekoptions.com', '']}]",{'basic': 'Bullish'},0.0,23:04:34Z,151740626.0,3161.0
DVN,2019-01-25,"$DVN Stock Increased 2.2% to 27.19. The Largest Options Open Interest is on the 18-Apr-19 28 Call with 37,111(OI) http://tinyurl.com/ycbjsru4",0.0,"[{'url': ['https://marketchameleon.com', 'http://tinyurl.com/ycbjsru4']}]",,0.5,16:22:11Z,151681321.0,3161.0
DVN,2019-01-25,$DVN high OI range is 26.00 to 27.00 for option expiration 02/15/2019 #maxpain #options http://maximum-pain.com/options/open-interest/DVN,0.16,"[{'url': ['https://stocktwits.com', 'http://maximum-pain.com/options/open-interest/DVN']}]",,0.5399999999999999,13:04:01Z,151648330.0,3161.0
DVN,2019-01-25,"According to data reported to FINRA, short volume percent for $DVN clocked in at 30.27% on 01-24-19 https://volumebot.com/?s=DVN",0.0,"[{'url': ['http://volumebot.com/', 'https://volumebot.com/?s=DVN']}]",,0.3,10:59:44Z,151642565.0,3161.0
DVN,2019-01-25,$DVN In the last six months 23 setups peaked above 100% after they were posted,0.0,"[{'url': ['https://www.sleekoptions.com', '']}]",{'basic': 'Bullish'},0.08333333333333334,03:42:20Z,151632401.0,3161.0
DVN,2019-01-24,Closing my $DVN position of 6300 shares that was opened Jan 23 for a -0.49% loss.,0.0,"[{'url': ['http://www.localhost.com', '']}]",,0.0,20:56:36Z,151594790.0,3161.0
DVN,2019-01-24,"Peak gain %, the last 3 expired setups $DVN 111.54%  241.67%  347.83%",0.0,"[{'url': ['https://www.sleekoptions.com', '']}]",{'basic': 'Bullish'},0.06666666666666667,18:11:02Z,151568239.0,3161.0
DVN,2019-01-24,1/24 50D MA Watch List: $UPRO $XRT $RAD $VXXB $XLK $TPR $SPXL $TNA $EXPE $BZUN $AMBA $JCP $AMD $BKLN $VXX $DVN $UTX $LMT $ON $GSK $UAA $TXN,0.0,"[{'url': ['https://stocktwits.com', '']}]",,0.0,14:10:11Z,151527078.0,3161.0
